,nfe,epsilon_progress,hypervolume
0,0,0,0
1,100,22,0.723620193
2,1100,86,0.956072221
3,2192,156,0.988261115
4,3283,208,0.991087725
5,4371,245,0.99372033
6,5464,273,0.997140156
7,6556,289,0.998666027
8,7588,296,0.999028365
9,8625,299,0.999028365
10,9643,301,0.999028365
11,10658,301,0.999028365
12,11672,301,0.999028365
13,12679,301,0.999028365
14,13688,301,0.999028365
15,14696,301,0.999028365
16,15025,301,0.999028365
