,nfe,epsilon_progress,hypervolume
0,0,0,0.0
1,100,20,0.7393325581430057
2,1197,83,0.9070118872109072
3,2290,170,0.9953352130584752
4,3387,250,0.9971506315218216
5,4484,303,0.9975797735820708
6,5578,328,0.997671190419433
7,6673,341,0.9977086614877476
8,7768,357,0.9977403039029479
9,8865,367,0.9980171540962989
10,9958,388,0.99838584426037
11,11053,405,0.9986087484230103
12,12150,422,0.9986584267574513
13,13234,460,0.998780578892425
14,14291,501,0.9989311880174607
15,15035,504,0.9989383723321753
